,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
610910,A-3332819,2,2020-12-31 02:14:00,2020-12-31 04:50:43,37.83068,-122.293335,37.83473,-122.294685,0.289,Eb 80 Powell Ofr. 1039 BRDG,,I-580 W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,2020-12-31 01:53:00,51.0,51.0,89.0,30.21,9.0,N,3.0,,Shallow Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
610940,A-3332849,2,2020-12-31 03:42:52,2020-12-31 05:20:24,44.890239,-93.246772,44.891343,-93.246823,0.076,Incident on MN-77 NB near 63RD ST Drive with caution.,,MN-77 N,R,Minneapolis,Hennepin,MN,55423,US,US/Central,KMSP,2020-12-31 03:50:00,10.0,1.0,85.0,29.26,6.0,WSW,6.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
610983,A-3332893,2,2020-12-31 11:30:30,2020-12-31 12:43:00,40.846059,-73.930479,40.847731,-73.9349,0.258,Slow traffic on I-95 S - US-1 S - Trans-Manhattan Expy W from Washington Bridge (Lower Level Split) (George Washington Bridge (Upper Level)/I-95) to US-9/178th St/Henry Hudson Pkwy (George Washington Bridge (Upper Level)/I-95) due to accident.,,I-95 S,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2020-12-31 11:51:00,44.0,42.0,79.0,30.01,10.0,VAR,5.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
610995,A-3332905,2,2020-12-31 21:24:13,2020-12-31 23:04:28,40.157192,-75.143607,40.156907,-75.143114,0.033,Incident on WELSH RD near W PRUDENTIAL DR Drive with caution.,,Welsh Rd,R,Dresher,Montgomery,PA,19025,US,US/Eastern,KLOM,2020-12-31 21:15:00,35.0,31.0,70.0,30.05,10.0,N,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611067,A-3332977,2,2020-12-31 17:31:00,2020-12-31 20:14:30,45.068829,-93.262875,45.06984,-93.288554,1.255,Slow traffic on I-694 W from MN-65/Central Ave/Exit 38 (I-694) to MN-252/Exit 35 (I-694) due to accident.,,I-694 E,R,Minneapolis,Anoka,MN,55421,US,US/Central,KMIC,2020-12-31 17:53:00,21.0,11.0,78.0,29.25,10.0,SE,9.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
611154,A-3333065,2,2020-12-31 20:04:00,2020-12-31 21:44:42,30.436062,-91.177932,30.435123,-91.177381,0.073,Incident on E I-10 EB near N I-110 Expect delays.,,I-10 E,R,Baton Rouge,East Baton Rouge,LA,70802,US,US/Central,KBTR,2020-12-31 19:53:00,70.0,70.0,93.0,29.66,9.0,SE,8.0,,T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611162,A-3333073,2,2020-12-31 03:36:19,2020-12-31 05:06:00,39.16555,-94.494641,39.163494,-94.495615,0.151,Incident on I-435 SB near MO-210 Right lane blocked. Expect delays.,,I-435 S,R,Kansas City,Clay,MO,64161,US,US/Central,KMKC,2020-12-31 03:54:00,21.0,21.0,85.0,29.4,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611225,A-3333136,2,2020-12-31 03:37:08,2020-12-31 05:22:08,45.54143,-122.678672,45.54839,-122.678622,0.481,An unconfirmed report of a crash has been received. Use caution.,,Fremont Bridge,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2020-12-31 03:53:00,49.0,44.0,90.0,30.0,10.0,SSW,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611275,A-3333186,2,2020-12-31 13:39:03,2020-12-31 15:24:03,45.17341,-121.672114,45.19438,-121.690304,1.698,Incident on US-26 SB near MP 65 Drive with caution.,,Warm Springs Hwy,R,Maupin,Wasco,OR,97037,US,US/Pacific,KDLS,2020-12-31 13:53:00,52.0,52.0,69.0,29.88,10.0,WNW,13.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
611344,A-3333255,2,2020-12-31 00:28:00,2020-12-31 03:03:17,28.021477,-82.334815,27.997817,-82.326795,1.706,Incident on I-75 SB near MM 261 Left lane blocked.,,I-75 S,R,Tampa,Hillsborough,FL,33610,US,US/Eastern,KVDF,2020-12-31 00:35:00,72.0,72.0,73.0,30.09,10.0,ESE,8.0,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611430,A-3333342,2,2020-12-31 02:46:00,2020-12-31 04:45:31,39.026953,-121.513355,39.028869,-121.514861,0.155,Incident on FORTY MILE RD near HOUSE 3317 Drive with caution.,2467.0, Forty Mile Rd,R,Wheatland,Yuba,CA,95692-9724,US,US/Pacific,KLHM,2020-12-31 02:55:00,46.0,44.0,87.0,30.04,10.0,SSE,6.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611475,A-3333388,2,2020-12-31 19:56:29,2020-12-31 23:02:31,35.285688,-80.893642,35.285706,-80.893319,0.018,Incident on AUTEN RD near OAKDALE RD Expect delays.,601.0, Oakdale Rd,L,Charlotte,Mecklenburg,NC,28216-2927,US,US/Eastern,KCLT,2020-12-31 19:52:00,53.0,53.0,100.0,29.39,0.25,N,3.0,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611482,A-3333396,2,2020-12-31 17:34:46,2020-12-31 19:13:45,32.923357,-96.763539,32.923887,-96.763203,0.041,Incident on N CENTRAL EXPY NB near LBJ RAMP Drive with caution.,,N Central Expy,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-12-31 17:47:00,41.0,33.0,93.0,28.93,10.0,N,14.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
611508,A-3333422,2,2020-12-31 14:42:00,2020-12-31 22:07:18,26.330523,-81.807658,26.331439,-81.805836,0.129,Slow traffic on FL-45 - FL-865 - US-41 N from Windsor Rd to Crown Lake Blvd due to accident.,3281.0, Bonita Beach Rd,R,Bonita Springs,Lee,FL,34134-4104,US,US/Eastern,KRSW,2020-12-31 14:53:00,82.0,82.0,51.0,30.0,10.0,SSE,16.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
611524,A-3333438,2,2020-12-31 20:50:51,2020-12-31 23:46:17,39.332739,-76.488157,39.334749,-76.490277,0.179,I-695 INNER LOOP AT EXIT 35A US 40 PULASKI HWY (NB),,I-695 N,R,Rosedale,Baltimore County,MD,21237,US,US/Eastern,KMTN,2020-12-31 20:54:00,41.0,38.0,70.0,30.39,10.0,NW,5.0,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611627,A-3333542,2,2020-12-31 02:47:38,2020-12-31 04:44:39,29.737384,-95.514701,29.737391,-95.514212,0.029,Incident on WESTHEIMER RD near DUNVALE RD Drive with caution.,8403.0, Westheimer Rd,L,Houston,Harris,TX,77063-2705,US,US/Central,KMCJ,2020-12-31 02:53:00,70.0,70.0,87.0,29.7,9.0,SE,12.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611638,A-3333553,2,2020-12-31 08:36:00,2020-12-31 10:03:09,30.459991,-81.660679,30.460171,-81.674809,0.842,Incident on I-295 SB near MM 34 Drive with caution.,,W Beltway S,R,Jacksonville,Duval,FL,32218,US,US/Eastern,KJAX,2020-12-31 08:56:00,69.0,69.0,84.0,30.09,10.0,SSE,10.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
611712,A-3333628,2,2020-12-31 03:10:56,2020-12-31 05:06:57,32.115536,-111.050257,32.115558,-111.048057,0.129,Incident on W TETAKUSIM RD near S BEEHIVE AVE Drive with caution.,7501.0, S Gila Ave,L,Tucson,Pima,AZ,85746-8840,US,US/Mountain,KTUS,2020-12-31 02:58:00,37.0,30.0,43.0,27.25,10.0,SE,9.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611720,A-3333636,2,2020-12-31 15:04:57,2020-12-31 17:05:29,34.83601,-82.280757,34.836179,-82.280426,0.022,Incident on GARLINGTON RD near ROPER MOUNTAIN RD Drive with caution.,572.0, Garlington Rd,R,Greenville,Greenville,SC,29615-4622,US,US/Eastern,KGMU,2020-12-31 14:53:00,57.0,57.0,83.0,28.97,8.0,SSW,3.0,,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
611752,A-3333669,2,2020-12-31 01:13:00,2020-12-31 03:42:30,33.779122,-117.888447,33.779099,-117.888791,0.02,EB 22 / THE CITY. [Appended 17:16:10] SIL HOND ACC VS WHI BMW VS 1 UNK VEH ON R/S,,Garden Grove Fwy,R,Orange,Orange,CA,92868,US,US/Pacific,KSNA,2020-12-31 00:53:00,49.0,49.0,66.0,30.03,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611761,A-3333679,2,2020-12-31 01:10:00,2020-12-31 02:26:57,33.880864,-117.549701,33.8817,-117.547397,0.144,TL91 E AT I15. MALE PRTY ADV THEY ARE STOPPING TRAFFIC TO MOVE VEHS [Shared],,Corona Fwy N,R,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,2020-12-31 00:56:00,39.0,39.0,82.0,29.53,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611923,A-3333843,2,2020-12-31 01:18:00,2020-12-31 02:33:17,28.31052,-81.465633,28.311265,-81.466034,0.057,Incident on W IRLO BRONSON MEMORIAL HWY near FOUR WINDS BLVD Left lane blocked.,4601.0, W Irlo Bronson Memorial Hwy,R,Kissimmee,Osceola,FL,34746-5320,US,US/Eastern,KISM,2020-12-31 00:56:00,71.0,71.0,75.0,30.04,10.0,SE,8.0,,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611956,A-3333876,2,2020-12-31 15:41:35,2020-12-31 17:32:23,38.785087,-90.532898,38.784845,-90.532873,0.017,Incident on ZUMBEHL RD near VETERANS MEMORIAL PKWY Drive with caution.,,Veterans Memorial Pkwy,R,Saint Charles,St. Charles,MO,63303,US,US/Central,KSUS,2020-12-31 15:54:00,34.0,27.0,67.0,29.71,10.0,ENE,8.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
611974,A-3333894,2,2020-12-31 04:14:00,2020-12-31 07:32:34,33.851119,-117.879706,33.855319,-117.875296,0.385,SR91 E AT NB 57--MAINLINE. B86-095 RDWY CLR---1022 SIGALERT---1182 SOLO VEH,1199.0, E Miraloma Ave,L,Anaheim,Orange,CA,92806,US,US/Pacific,KFUL,2020-12-31 03:53:00,43.0,43.0,68.0,29.93,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611977,A-3333897,2,2020-12-31 01:53:27,2020-12-31 03:40:22,38.794884,-77.061519,38.794658,-77.060857,0.039,Incident on I-95 NB near I-95 Drive with caution.,,Capital Beltway E,R,Alexandria,Alexandria,VA,22303,US,US/Eastern,KDCA,2020-12-31 01:52:00,47.0,40.0,80.0,30.05,10.0,SSW,16.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
611987,A-3333907,2,2020-12-31 03:01:21,2020-12-31 07:50:46,36.155805,-86.780126,36.155629,-86.780544,0.026,Incident on CLARK PL near 8TH AVE Expect long delays.,600.0, Clark Pl,R,Nashville,Davidson,TN,37203,US,US/Central,KBNA,2020-12-31 02:53:00,39.0,35.0,100.0,29.48,5.0,N,6.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
612081,A-3334003,2,2020-12-31 06:59:00,2020-12-31 08:40:22,38.807115,-77.498158,38.802022,-77.513639,0.905,Incident on I-66 WB near MM 49 Left lane blocked.,,I-66 W,R,Manassas,Prince William,VA,20109,US,US/Eastern,KHEF,2020-12-31 06:56:00,44.0,44.0,85.0,29.86,10.0,SSW,3.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
612107,A-3334030,2,2020-12-31 01:56:00,2020-12-31 04:17:27,37.699102,-121.930121,37.699492,-121.928371,0.099,EB 580 JEO 680 BTW HAC. NO TOW NEEDED,,I-580 E,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2020-12-31 01:53:00,50.0,50.0,93.0,29.75,10.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
612148,A-3334071,2,2020-12-31 21:13:59,2020-12-31 23:04:27,44.659287,-93.006133,44.649755,-93.000354,0.717,Slow traffic on US-52 S - MN-56 from Clayton Ave (MN-56/US-52) to CR-47/Northfield Blvd (MN-56/US-52) due to accident.,20025.0, Coates Blvd,R,Hastings,Dakota,MN,55033-9549,US,US/Central,KSGS,2020-12-31 21:15:00,16.0,16.0,90.0,29.32,7.0,CALM,0.0,,Fair,False,False,False,True,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
612188,A-3334113,2,2020-12-31 15:41:00,2020-12-31 18:07:10,33.994846,-118.00071,33.995227,-118.001419,0.048,Incident on TURNBULL CANYON RD near SKYLINE DR Drive with caution.,3737.0, Turnbull Canyon Rd,R,Hacienda Heights,Los Angeles,CA,91745-5033,US,US/Pacific,KEMT,2020-12-31 15:53:00,67.0,67.0,36.0,29.79,10.0,S,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
612207,A-3334132,2,2020-12-31 20:25:52,2020-12-31 22:25:52,45.413671,-122.573271,45.420671,-122.572221,0.486,Hazardous debris is causing no to minimum delays. Use caution.,,Cascade Hwy N,R,Clackamas,Clackamas,OR,97015,US,US/Pacific,KTTD,2020-12-31 20:53:00,47.0,47.0,90.0,30.13,10.0,CALM,0.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
612279,A-3334205,2,2020-12-31 00:42:30,2020-12-31 02:00:31,25.957112,-80.205792,25.95712,-80.205604,0.012,Incident on NW 199TH ST near NW 2ND AVE Expect delays.,19900.0, NW 2nd Ave,L,Miami,Miami-Dade,FL,33169-2904,US,US/Eastern,KHWO,2020-12-31 00:53:00,74.0,74.0,79.0,30.09,10.0,ESE,18.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
612389,A-3334317,2,2020-12-31 15:01:00,2020-12-31 17:06:57,35.127164,-118.411084,35.139814,-118.446234,2.17,Incident on CA-58 WB near TEHACHAPI BLVD Drive with caution.,,CA-58 W,R,Tehachapi,Kern,CA,93561,US,US/Pacific,KTSP,2020-12-31 14:55:00,34.0,27.0,100.0,25.97,3.0,WNW,8.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
612426,A-3334355,2,2020-12-31 07:24:48,2020-12-31 09:44:30,35.249212,-80.766802,35.249216,-80.7666,0.011,Incident on THE PLAZA near LAKEDELL DR Drive with caution.,5192.0, The Plaza,R,Charlotte,Mecklenburg,NC,28215,US,US/Eastern,KJQF,2020-12-31 06:55:00,41.0,41.0,100.0,29.4,2.0,SSE,3.0,,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
612436,A-3334365,2,2020-12-31 04:21:10,2020-12-31 06:39:12,43.873804,-93.277133,43.866694,-93.277123,0.491,Incident on I-35 SB near CR-4 Drive with caution.,,I-35 S,R,Ellendale,Steele,MN,56026,US,US/Central,KAEL,2020-12-31 04:15:00,19.0,11.0,93.0,28.8,7.0,WSW,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
612576,A-3334511,2,2020-12-31 02:40:00,2020-12-31 05:22:13,36.999431,-120.104953,37.015961,-120.125063,1.592,JSO. [Rotation Request Comment] 1039 NICKS TOWING 559-675-0751,,CA-99 N,R,Madera,Madera,CA,93638,US,US/Pacific,KMAE,2020-12-31 02:53:00,45.0,45.0,90.0,29.92,6.0,CALM,0.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
612699,A-3334635,2,2020-12-31 00:32:38,2020-12-31 03:53:39,29.755002,-95.625368,29.754833,-95.625369,0.012,Incident on ELDRIDGE PKY near BRIAR FOREST DR Drive with caution.,,Briar Forest Dr,R,Houston,Harris,TX,77077,US,US/Central,KSGR,2020-12-31 00:53:00,57.0,57.0,89.0,29.69,10.0,NNW,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
612743,A-3334679,2,2020-12-31 08:18:00,2020-12-31 09:33:00,33.627701,-84.48895,33.624821,-84.48851,0.201,Incident on I-285 SB near GA-14 Expect long delays.,,GA-407 S,R,Atlanta,Fulton,GA,30349,US,US/Eastern,KATL,2020-12-31 08:20:00,46.0,42.0,96.0,29.02,0.25,NE,7.0,,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
612748,A-3334684,2,2020-12-31 03:17:00,2020-12-31 05:22:13,33.847385,-118.09336,33.845585,-118.09234,0.137,DEL AMO ONR TO SB 605. TWO VEHS BLKING ONR LNS // PEDS OUT OF VEHS IN LNS,,I-605 S,R,Cerritos,Los Angeles,CA,90703,US,US/Pacific,KFUL,2020-12-31 02:53:00,45.0,45.0,63.0,29.95,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
612767,A-3334703,2,2020-12-31 09:08:00,2020-12-31 11:15:00,33.807731,-84.417132,33.802081,-84.405692,0.764,Incident on I-75 SB near NORTHSIDE DR Road closed. Take alternate route.,,GA-401 S,R,Atlanta,Fulton,GA,30318,US,US/Eastern,KFTY,2020-12-31 09:14:00,47.0,44.0,100.0,29.23,1.0,NE,7.0,,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
612855,A-3334792,2,2020-12-31 06:02:42,2020-12-31 07:18:38,32.877766,-96.686542,32.885727,-96.700327,0.971,Incident on I-635 WB near KINGSLEY RD Expect long delays.,,I-635 W,R,Dallas,Dallas,TX,75238,US,US/Central,KDAL,2020-12-31 05:53:00,40.0,33.0,73.0,29.42,10.0,NNE,10.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
612949,A-3334887,2,2020-12-31 16:36:54,2020-12-31 17:56:24,40.52439,-74.299796,40.51881,-74.301296,0.394,Incident on GARDEN STATE PKWY SB near US-9 Left shoulder closed.,,Garden State Pkwy S,R,Perth Amboy,Middlesex,NJ,08861,US,US/Eastern,KLDJ,2020-12-31 16:35:00,41.0,36.0,65.0,30.23,10.0,N,9.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
612955,A-3334893,2,2020-12-31 11:05:00,2020-12-31 12:24:46,39.092325,-122.798246,39.093008,-122.798853,0.057,Incident on CA-20 WB near LUCERNE Drive with caution.,6118.0, E State Highway 20,R,Lucerne,Lake,CA,95458,US,US/Pacific,KUKI,2020-12-31 10:56:00,48.0,48.0,80.0,29.62,10.0,NNW,3.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
613020,A-3334958,2,2020-12-31 02:06:00,2020-12-31 03:54:44,40.8054,-76.901496,40.80515,-76.890116,0.595,Incident on US-522 EB near CLIFFORD RD Expect long delays.,451.0, Clifford Rd,R,Selinsgrove,Snyder,PA,17870-8877,US,US/Eastern,KSEG,2020-12-31 01:53:00,38.0,38.0,73.0,29.47,10.0,SW,3.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
613085,A-3335025,2,2020-12-31 01:30:00,2020-12-31 03:32:31,39.016302,-77.098091,39.018902,-77.102961,0.317,I-495 OUTER LOOP AT EXIT 34 MD 355 ROCKVILLE PIKE (WB),,Capital Beltway W,R,Bethesda,Montgomery,MD,20814,US,US/Eastern,KCGS,2020-12-31 01:35:00,45.0,41.0,76.0,29.99,10.0,SSW,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
613329,A-3335274,2,2020-12-31 02:03:00,2020-12-31 04:11:39,33.5043,-117.152809,33.507032,-117.154057,0.202,MC IS ON RHS,,CA-79 N,R,Temecula,Riverside,CA,92591,US,US/Pacific,KF70,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
613371,A-3335317,2,2020-12-31 00:47:00,2020-12-31 03:17:06,37.246188,-121.088694,37.246173,-121.086518,0.12,NB 4 MILE S/O. B30-011 NB JNO BUTTS W/ A SD IN THE CD,,Sullivan Rd,R,Gustine,Merced,CA,95322,US,US/Pacific,KMER,2020-12-31 06:45:00,43.0,43.0,100.0,29.97,1.0,CALM,0.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
613398,A-3335344,2,2020-12-31 00:05:00,2020-12-31 02:04:27,38.660568,-121.3274,38.660729,-121.327397,0.011,Incident on MANZANITA AVE near MADISON AVE Drive with caution.,5198.0, Manzanita Ave,R,Carmichael,Sacramento,CA,95608-0524,US,US/Pacific,KMCC,2020-12-31 01:45:00,48.0,45.0,87.0,30.06,7.0,SE,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
613533,A-3335480,2,2020-12-31 08:38:00,2020-12-31 10:20:12,33.802669,-118.220966,33.804324,-118.22056,0.117,Incident on CA-103 NB near W WILLOW ST Drive with caution.,,CA-103 N,R,Long Beach,Los Angeles,CA,90810,US,US/Pacific,KLGB,2020-12-31 08:53:00,50.0,50.0,66.0,29.93,10.0,WNW,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
613586,A-3335534,2,2020-12-31 01:54:39,2020-12-31 03:54:33,29.333807,-98.418263,29.348307,-98.425213,1.086,Incident on I-37 NB near SE MILITARY Drive with caution.,,I-37 N,R,San Antonio,Bexar,TX,78223,US,US/Central,KSSF,2020-12-31 01:53:00,45.0,37.0,90.0,29.16,10.0,NNE,22.0,,Cloudy / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
613642,A-3335591,2,2020-12-31 03:52:31,2020-12-31 05:28:22,39.015766,-77.000609,39.019696,-76.980839,1.095,Incident on I-495 EB near I-495 Drive with caution.,,Capital Beltway E,R,Silver Spring,Montgomery,MD,20901,US,US/Eastern,KCGS,2020-12-31 03:55:00,46.0,44.0,81.0,29.97,10.0,SSW,5.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
613704,A-3335653,2,2020-12-31 01:30:00,2020-12-31 04:15:35,38.678439,-121.225596,38.678435,-121.224744,0.046,SB JSO. BOTH VEHS ON RHS,8900.0, Greenback Ln,R,Orangevale,Sacramento,CA,95662-4602,US,US/Pacific,KMCC,2020-12-31 01:45:00,48.0,45.0,87.0,30.06,7.0,SE,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
613876,A-3335826,2,2020-12-31 20:06:57,2020-12-31 23:30:20,25.621092,-80.414617,25.620678,-80.414619,0.029,Incident on SW 137TH AVE near HOUSE 15888 Drive with caution.,15782.0, SW 137th Ave,L,Miami,Miami-Dade,FL,33177-1203,US,US/Eastern,KTMB,2020-12-31 19:53:00,76.0,76.0,76.0,30.08,10.0,ESE,15.0,,Fair,False,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night
614177,A-3336131,2,2020-12-31 03:07:06,2020-12-31 04:52:06,45.374754,-122.755451,45.375552,-122.755131,0.057,Incident on I-5 NB near MP 289 Drive with caution.,,I-5 N,R,Tualatin,Washington,OR,97062,US,US/Pacific,KUAO,2020-12-31 02:53:00,47.0,41.0,93.0,29.82,10.0,S,13.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
614373,A-3336332,2,2020-12-31 19:19:00,2020-12-31 21:16:55,26.516513,-81.898757,26.516414,-81.8964,0.146,Incident on WINKLER RD near SUMMERLIN RD Drive with caution.,7532.0, Winkler Rd,R,Fort Myers,Lee,FL,33908-4159,US,US/Eastern,KFMY,2020-12-31 18:53:00,76.0,76.0,71.0,30.04,10.0,SE,9.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
614404,A-3336363,2,2020-12-31 02:46:00,2020-12-31 05:31:27,37.316876,-121.919242,37.316916,-121.926312,0.389,NB 280 JSO MERIDIAN 100 FEET. RP WILL CONTACT INSURANCE FOR 11-85 / DECLINED ROTATION FOR NOW,,I-280 N,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2020-12-31 02:53:00,48.0,46.0,93.0,30.14,10.0,W,5.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
614416,A-3336375,2,2020-12-31 18:24:00,2020-12-31 22:49:30,33.989413,-118.280171,34.000703,-118.280791,0.781,Slow traffic on I-110 N - Harbor Fwy N from Slauson Ave (I-110) to Vernon Ave (I-110) due to accident.,,Harbor Fwy N,R,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,2020-12-31 18:53:00,60.0,60.0,33.0,29.88,10.0,VAR,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
614521,A-3336480,2,2020-12-31 01:38:54,2020-12-31 03:42:43,32.284022,-95.304725,32.284808,-95.304505,0.056,Incident on S BROADWAY AVE near DONNYBROOK AVE Drive with caution.,6022.0, S Broadway Ave,L,Tyler,Smith,TX,75703-4409,US,US/Central,KTYR,2020-12-31 01:23:00,46.0,41.0,93.0,29.36,8.0,N,12.0,0.07,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
614542,A-3336501,2,2020-12-31 03:49:22,2020-12-31 05:05:24,44.861072,-93.167442,44.861112,-93.160222,0.354,Incident on I-494 EB near PILOT KNOB RD Drive with caution.,,I-494 E,R,Saint Paul,Dakota,MN,55121,US,US/Central,KMSP,2020-12-31 03:50:00,10.0,1.0,85.0,29.26,6.0,WSW,6.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
614549,A-3336508,2,2020-12-31 15:33:24,2020-12-31 16:48:24,46.75075,-92.14363,46.748572,-92.146689,0.209,Incident on I-35 SB near 27TH AVE Drive with caution.,,I-35 S,R,Duluth,St. Louis,MN,55807,US,US/Central,KSUW,2020-12-31 15:35:00,16.0,4.0,79.0,29.52,10.0,SW,9.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
